LAMMPS data file via write_data, version 2 Aug 2023, timestep = 150000, units = si

1090 atoms
1 atom types

-0.0006 0.0006 xlo xhi
-0.0006 0.0006 ylo yhi
-0.00115 0.00115 zlo zhi
0 0 0 xy xz yz

Masses

1 1.672e-07

Atoms # atomic

1 1 -0.0002876130663618007 -0.0004871162191083303 -0.0011499999999998267 0 0 0
8 1 -0.00048711621910832697 -0.00028761306636180525 -0.0011499999999998187 0 0 0
9 1 -0.0003882343934269782 -0.00038823439342699264 -0.0011499999999998755 0 0 0
10 1 -0.00029177374643783645 -0.00029177374643783705 -0.001149999999999844 0 0 0
11 1 -0.0002942850489088963 -0.00039219441309055027 -0.0010349999999998327 0 0 0
12 1 -0.0003921944130905719 -0.00029428504890889904 -0.0010349999999998362 0 0 0
28 1 -0.0004876807976250255 -9.729497480608714e-05 -0.0011499999999998263 0 0 0
29 1 -0.0004871334896171244 -0.00019377499955426408 -0.0010349999999998269 0 0 0
30 1 -0.00038858465435529687 -0.00019341723637087706 -0.0011499999999998157 0 0 0
31 1 -0.0002916494271385084 -9.670749076750305e-05 -0.0011499999999998625 0 0 0
32 1 -0.000293416293482578 -0.00019585427596822123 -0.0010349999999998449 0 0 0
33 1 -0.00038951490786244384 -9.67911551683359e-05 -0.0010349999999997941 0 0 0
110 1 -0.00028761306636184016 -0.0004871162191083009 -0.0009199999999998424 0 0 0
117 1 -0.00048711621910833884 -0.00028761306636179604 -0.0009199999999998874 0 0 0
118 1 -0.00038823439342698077 -0.0003882343934269512 -0.0009199999999998686 0 0 0
119 1 -0.0002917737464377811 -0.0002917737464378456 -0.000919999999999809 0 0 0
120 1 -0.0002942850489088907 -0.00039219441309053086 -0.000804999999999851 0 0 0
121 1 -0.00039219441309055173 -0.0002942850489088677 -0.0008049999999998642 0 0 0
137 1 -0.00048768079762499453 -9.729497480614362e-05 -0.000919999999999858 0 0 0
138 1 -0.00048713348961716794 -0.00019377499955426685 -0.0008049999999998646 0 0 0
139 1 -0.0003885846543552513 -0.00019341723637088303 -0.0009199999999998413 0 0 0
140 1 -0.00029164942713847536 -9.670749076753926e-05 -0.0009199999999998248 0 0 0
141 1 -0.0002934162934825201 -0.00019585427596818594 -0.0008049999999998142 0 0 0
142 1 -0.0003895149078624606 -9.67911551683603e-05 -0.0008049999999998521 0 0 0
51 1 -0.00048787806400611954 -2.811336233254913e-15 -0.0010349999999998709 0 0 0
52 1 -0.00038993975281162376 -2.7964826634918616e-15 -0.001149999999999829 0 0 0
54 1 -0.00029178061709736117 -2.7964826634918616e-15 -0.0010349999999998579 0 0 0
160 1 -0.000487878064006131 -2.8131793769481384e-15 -0.0008049999999998475 0 0 0
161 1 -0.000389939752811605 -2.8538369584163448e-15 -0.0009199999999998475 0 0 0
163 1 -0.000291780617097376 -2.821961414545271e-15 -0.0008049999999998716 0 0 0
3 1 -0.0001937749995542996 -0.00048713348961716766 -0.0010349999999998117 0 0 0
13 1 -0.00019341723637088042 -0.00038858465435527236 -0.0011499999999998098 0 0 0
16 1 -0.00019585427596814083 -0.00029341629348258037 -0.0010349999999998357 0 0 0
34 1 -0.00019473446722738028 -0.00019473446722739199 -0.0011499999999998632 0 0 0
37 1 -0.00019525419537303682 -9.800030763036259e-05 -0.0010349999999998522 0 0 0
112 1 -0.00019377499955432496 -0.00048713348961715015 -0.0008049999999998462 0 0 0
122 1 -0.00019341723637087972 -0.0003885846543553226 -0.0009199999999998417 0 0 0
125 1 -0.0001958542759681564 -0.0002934162934825622 -0.0008049999999997978 0 0 0
143 1 -0.00019473446722734417 -0.00019473446722740077 -0.0009199999999998145 0 0 0
146 1 -0.00019525419537299595 -9.800030763032974e-05 -0.0008049999999998387 0 0 0
2 1 -9.729497480611381e-05 -0.0004876807976250263 -0.0011499999999998543 0 0 0
4 1 9.729497480046674e-05 -0.0004876807976250457 -0.0011499999999998991 0 0 0
5 1 -2.8150225206413637e-15 -0.0004878780640061244 -0.0010349999999998529 0 0 0
7 1 0.00019377499954869378 -0.0004871334896171469 -0.0010349999999998394 0 0 0
14 1 -9.670749076750749e-05 -0.00029164942713850783 -0.0011499999999998237 0 0 0
15 1 -9.679115516835813e-05 -0.0003895149078624811 -0.0010349999999998566 0 0 0
17 1 -2.78162909372881e-15 -0.0003899397528116014 -0.001149999999999879 0 0 0
18 1 9.670749076189122e-05 -0.00029164942713850854 -0.0011499999999998573 0 0 0
19 1 9.679115516274869e-05 -0.0003895149078624499 -0.0010349999999998342 0 0 0
20 1 -2.8177330260725775e-15 -0.00029178061709741093 -0.0010349999999998232 0 0 0
21 1 0.0001934172363652326 -0.00038858465435530646 -0.0011499999999998519 0 0 0
24 1 0.00019585427596254088 -0.00029341629348255424 -0.0010349999999998511 0 0 0
35 1 -9.74121913470573e-05 -9.741219134704895e-05 -0.0011499999999998593 0 0 0
36 1 -9.800030763032388e-05 -0.0001952541953730249 -0.0010349999999998423 0 0 0
38 1 -2.8020120945715377e-15 -0.0001942536038342901 -0.0011499999999998174 0 0 0
39 1 9.74121913414267e-05 -9.74121913470303e-05 -0.001149999999999888 0 0 0
40 1 9.80003076246973e-05 -0.00019525419537303422 -0.0010349999999998585 0 0 0
41 1 -2.8122035949929014e-15 -9.76980778135526e-05 -0.0010349999999999062 0 0 0
42 1 0.0001947344672217704 -0.0001947344672273663 -0.0011499999999998632 0 0 0
45 1 0.00019525419536741122 -9.800030763037245e-05 -0.0010349999999998563 0 0 0
111 1 -9.729497480611977e-05 -0.00048768079762502803 -0.0009199999999998248 0 0 0
113 1 9.729497480053298e-05 -0.00048768079762500835 -0.000919999999999832 0 0 0
114 1 -2.8059152223924855e-15 -0.00048787806400612236 -0.0008049999999998147 0 0 0
116 1 0.00019377499954868998 -0.00048713348961714164 -0.0008049999999998338 0 0 0
123 1 -9.670749076750662e-05 -0.0002916494271385468 -0.0009199999999998237 0 0 0
124 1 -9.679115516832452e-05 -0.00038951490786245203 -0.0008049999999998575 0 0 0
126 1 -2.8049394404372485e-15 -0.0003899397528116361 -0.000919999999999865 0 0 0
127 1 9.670749076189317e-05 -0.0002916494271385325 -0.0009199999999998544 0 0 0
128 1 9.679115516271985e-05 -0.00038951490786246363 -0.0008049999999999134 0 0 0
129 1 -2.806023642609734e-15 -0.000291780617097404 -0.0008049999999998306 0 0 0
130 1 0.00019341723636526404 -0.0003885846543553063 -0.0009199999999998733 0 0 0
133 1 0.00019585427596257286 -0.00029341629348258563 -0.000804999999999892 0 0 0
144 1 -9.74121913470419e-05 -9.741219134705437e-05 -0.0009199999999998279 0 0 0
145 1 -9.800030763033722e-05 -0.00019525419537303043 -0.000804999999999883 0 0 0
147 1 -2.809926770430682e-15 -0.0001942536038343105 -0.000919999999999859 0 0 0
148 1 9.741219134142129e-05 -9.741219134706391e-05 -0.0009199999999998785 0 0 0
149 1 9.800030762473991e-05 -0.00019525419537301547 -0.0008049999999998746 0 0 0
150 1 -2.8020120945715377e-15 -9.769807781356626e-05 -0.0008049999999998566 0 0 0
151 1 0.0001947344672217654 -0.0001947344672274039 -0.0009199999999998674 0 0 0
154 1 0.0001952541953674044 -9.800030763035662e-05 -0.0008049999999998503 0 0 0
56 1 -0.00019425360383427232 -2.793230056974405e-15 -0.0011499999999998857 0 0 0
165 1 -0.00019425360383429162 -2.805806802175237e-15 -0.0009199999999999005 0 0 0
58 1 -9.76980778135745e-05 -2.8071078447822195e-15 -0.001034999999999853 0 0 0
60 1 -2.786291163070498e-15 -2.838116026915305e-15 -0.0011499999999998653 0 0 0
62 1 9.769807780792342e-05 -2.8345381597461028e-15 -0.001034999999999865 0 0 0
64 1 0.00019425360382869042 -2.8244550795419876e-15 -0.0011499999999998406 0 0 0
167 1 -9.769807781351183e-05 -2.8029878765267746e-15 -0.0008049999999998847 0 0 0
169 1 -2.8020120945715377e-15 -2.8020120945715377e-15 -0.0009199999999998897 0 0 0
171 1 9.7698077807949e-05 -2.8119867545584043e-15 -0.0008049999999998616 0 0 0
173 1 0.0001942536038286721 -2.823912978455745e-15 -0.0009199999999998566 0 0 0
6 1 0.0002876130663562378 -0.00048711621910832475 -0.001149999999999838 0 0 0
22 1 0.0002917737464322324 -0.0002917737464378313 -0.0011499999999998577 0 0 0
23 1 0.00029428504890326645 -0.00039219441309052533 -0.0010349999999998485 0 0 0
25 1 0.00038823439342137143 -0.0003882343934269894 -0.0011499999999998207 0 0 0
26 1 0.0004871162191027338 -0.0002876130663617841 -0.0011499999999998777 0 0 0
27 1 0.00039219441308495373 -0.00029428504890887546 -0.001034999999999871 0 0 0
43 1 0.00029164942713292544 -9.670749076748884e-05 -0.001149999999999816 0 0 0
44 1 0.0002934162934769524 -0.00019585427596818578 -0.0010349999999998314 0 0 0
46 1 0.000388584654349662 -0.00019341723637089804 -0.0011499999999998673 0 0 0
47 1 0.00048768079761936595 -9.729497480610166e-05 -0.0011499999999998577 0 0 0
48 1 0.00048713348961155806 -0.0001937749995542501 -0.001034999999999839 0 0 0
49 1 0.00038951490785684004 -9.679115516834111e-05 -0.0010349999999998587 0 0 0
115 1 0.0002876130663562065 -0.0004871162191083645 -0.0009199999999998639 0 0 0
131 1 0.00029177374643221633 -0.0002917737464378443 -0.0009199999999998565 0 0 0
132 1 0.00029428504890328076 -0.00039219441309058887 -0.0008049999999998318 0 0 0
134 1 0.00038823439342135604 -0.00038823439342698543 -0.000919999999999844 0 0 0
135 1 0.0004871162191027585 -0.0002876130663618393 -0.0009199999999998596 0 0 0
136 1 0.00039219441308492706 -0.0002942850489089072 -0.0008049999999998521 0 0 0
152 1 0.0002916494271329032 -9.670749076751194e-05 -0.000919999999999876 0 0 0
153 1 0.0002934162934769554 -0.00019585427596818914 -0.0008049999999998477 0 0 0
155 1 0.00038858465434970753 -0.0001934172363708943 -0.0009199999999999003 0 0 0
