step strain stress33
87800 0.0878 3449407741.85328
87900 0.0879 3451778143.80815
88000 0.088 3454167784.84434
88100 0.0881 3456663085.79465
88200 0.0882 3459353411.81051
88300 0.0883 3462281005.90277
88400 0.0884 3465431860.05546
88500 0.0885 3468768124.80629
88600 0.0886 3472252118.63028
88700 0.0887 3475843785.19458
88800 0.0888 3479497434.96893
88900 0.0889 3483172028.48848
89000 0.089 3486839203.78705
89100 0.0891 3490477897.98589
89200 0.0892 3494064840.16615
89300 0.0893 3497571197.0008
89400 0.0894 3500965311.74431
89500 0.0895 3504217406.74531
89600 0.0896 3507303962.85694
89700 0.0897 3510212551.89843
89800 0.0898 3512947945.02098
89900 0.0899 3515535004.15725
90000 0.09 3518012132.48969
90100 0.0901 3520421554.63107
90200 0.0902 3522809520.91554
90300 0.0903 3525230628.32186
90400 0.0904 3527738423.51148
90500 0.0905 3530368353.97745
90600 0.0906 3533139449.74853
90700 0.0907 3536073026.09953
90800 0.0908 3539194062.50061
90900 0.0909 3542507910.87722
91000 0.091 3545988421.75861
91100 0.0911 3549594512.29065
91200 0.0912 3553285841.78479
91300 0.0913 3557018156.43068
91400 0.0914 3560739642.99962
91500 0.0915 3564401281.81818
91600 0.0916 3567958894.59679
91700 0.0917 3571359775.4444
91800 0.0918 3574545770.53324
91900 0.0919 3577485314.32652
92000 0.092 3580195451.67926
92100 0.0921 3582724381.45995
92200 0.0922 3585122133.848
92300 0.0923 3587436426.92433
92400 0.0924 3589723790.20534
92500 0.0925 3592046205.96677
92600 0.0926 3594453978.16141
92700 0.0927 3596977758.96298
92800 0.0928 3599636771.27162
92900 0.0929 3602449734.04263
93000 0.093 3605436349.7724
93100 0.0931 3608608620.27456
93200 0.0932 3611960441.2031
93300 0.0933 3615464734.87558
93400 0.0934 3619077200.4118
93500 0.0935 3622739161.71812
93600 0.0936 3626381651.34086
93700 0.0937 3629939493.71552
93800 0.0938 3633369413.29103
93900 0.0939 3636653805.71419
94000 0.094 3639789116.80742
94100 0.0941 3642777045.33267
94200 0.0942 3645624268.72874
94300 0.0943 3648339511.51762
94400 0.0944 3650928780.8786
94500 0.0945 3653402023.52454
94600 0.0946 3655786391.73719
94700 0.0947 3658126354.17293
94800 0.0948 3660471660.78311
94900 0.0949 3662871339.07318
95000 0.095 3665372756.63827
95100 0.0951 3668011951.49747
95200 0.0952 3670802249.45554
95300 0.0953 3673739148.74506
95400 0.0954 3676813238.93752
95500 0.0955 3680010859.77916
95600 0.0956 3683310415.38922
95700 0.0957 3686692300.58465
95800 0.0958 3690147874.17043
95900 0.0959 3693663794.44985
96000 0.096 3697199384.76388
96100 0.0961 3700692232.84717
96200 0.0962 3704083982.82392
96300 0.0963 3707329938.98751
96400 0.0964 3710390715.66499
96500 0.0965 3713235360.36342
96600 0.0966 3715860667.59833
96700 0.0967 3718300275.80159
96800 0.0968 3720611876.46252
96900 0.0969 3722858367.13522
97000 0.097 3725095504.19243
97100 0.0971 3727365524.88939
97200 0.0972 3729698069.39886
97300 0.0973 3732119532.96929
97400 0.0974 3734660986.75302
97500 0.0975 3737354638.9807
97600 0.0976 3740224151.33812
97700 0.0977 3743278848.28568
97800 0.0978 3746511519.5861
97900 0.0979 3749896413.10067
98000 0.098 3753389163.63952
98100 0.0981 3756931390.51643
98200 0.0982 3760459617.83254
98300 0.0983 3763916060.34684
98400 0.0984 3767255401.26373
98500 0.0985 3770442358.02294
98600 0.0986 3773448030.33546
98700 0.0987 3776259241.67259
98800 0.0988 3778893221.88703
98900 0.0989 3781392108.95852
99000 0.099 3783796865.79832
99100 0.0991 3786133146.76796
99200 0.0992 3788423816.22511
99300 0.0993 3790701610.77844
99400 0.0994 3793002148.28759
99500 0.0995 3795355764.35682
99600 0.0996 3797793843.01623
99700 0.0997 3800351694.41935
99800 0.0998 3803054697.89505
99900 0.0999 3805908807.75991
100000 0.1 3808911170.63954
100100 0.1001 3812058144.67174
100200 0.1002 3815331663.00108
100300 0.1003 3818686074.96873
100400 0.1004 3822061043.31909
100500 0.1005 3825405289.88557
100600 0.1006 3828682589.59372
100700 0.1007 3831864410.5332
100800 0.1008 3834930891.69492
100900 0.1009 3837878389.49018
101000 0.101 3840715979.92139
101100 0.1011 3843450540.22529
101200 0.1012 3846077407.24831
101300 0.1013 3848585181.41663
101400 0.1014 3850967112.49812
101500 0.1015 3853230590.10509
101600 0.1016 3855403390.08815
101700 0.1017 3857536482.23196
101800 0.1018 3859699396.93145
101900 0.1019 3861965272.43375
102000 0.102 3864392134.06855
102100 0.1021 3867012337.14872
102200 0.1022 3869832077.53193
102300 0.1023 3872832341.92516
102400 0.1024 3875970667.7291
102500 0.1025 3879195382.20635
102600 0.1026 3882469545.56073
102700 0.1027 3885776981.97079
102800 0.1028 3889098936.85813
102900 0.1029 3892393286.78677
103000 0.103 3895607163.97041
103100 0.1031 3898702531.67021
103200 0.1032 3901656970.12617
103300 0.1033 3904447172.87962
103400 0.1034 3907050724.75787
103500 0.1035 3909466556.75031
103600 0.1036 3911722632.00296
103700 0.1037 3913864593.51551
103800 0.1038 3915948449.76845
103900 0.1039 3918040651.9016
104000 0.104 3920205680.11969
104100 0.1041 3922483892.7791
104200 0.1042 3924887010.78486
104300 0.1043 3927416632.58325
104400 0.1044 3930079016.56369
104500 0.1045 3932879186.36298
104600 0.1046 3935809180.86063
104700 0.1047 3938848307.66313
104800 0.1048 3941971895.09125
104900 0.1049 3945155525.58975
105000 0.105 3948370916.01773
105100 0.1051 3951580944.12146
105200 0.1052 3954742159.73014
105300 0.1053 3957814527.13009
105400 0.1054 3960769297.09103
105500 0.1055 3963588356.99407
105600 0.1056 3966260716.56451
105700 0.1057 3968784496.8268
105800 0.1058 3971172062.34827
105900 0.1059 3973450820.809
106000 0.106 3975658662.92437
106100 0.1061 3977836870.46917
106200 0.1062 3980020660.57119
106300 0.1063 3982232047.67491
106400 0.1064 3984484988.484
106500 0.1065 3986798842.49956
106600 0.1066 3989201113.50458
106700 0.1067 3991714966.79344
106800 0.1068 3994351124.95307
106900 0.1069 3997115074.75893
107000 0.107 4000012479.20265
107100 0.1071 4003038469.77829
107200 0.1072 4006165425.47606
107300 0.1073 4009347241.57815
107400 0.1074 4012533079.01694
107500 0.1075 4015675229.2738
107600 0.1076 4018732337.81626
107700 0.1077 4021674373.81503
107800 0.1078 4024483533.73083
107900 0.1079 4027148030.97424
108000 0.108 4029659811.61126
108100 0.1081 4032022208.36573
108200 0.1082 4034255479.57341
108300 0.1083 4036389836.38688
108400 0.1084 4038455740.95262
108500 0.1085 4040485260.33813
108600 0.1086 4042520058.41117
108700 0.1087 4044611837.62596
108800 0.1088 4046811897.86172
108900 0.1089 4049159135.73309
109000 0.109 4051674482.92868
109100 0.1091 4054360820.61732
109200 0.1092 4057204169.56784
109300 0.1093 4060175422.96947
109400 0.1094 4063234875.15433
109500 0.1095 4066339184.65947
109600 0.1096 4069446345.58107
109700 0.1097 4072517175.63997
109800 0.1098 4075517682.88728
109900 0.1099 4078423153.48529
110000 0.11 4081218281.17457
110100 0.1101 4083892719.53352
110200 0.1102 4086440042.46237
110300 0.1103 4088861324.13233
110400 0.1104 4091163890.8846
110500 0.1105 4093355708.84214
110600 0.1106 4095449604.52861
110700 0.1107 4097478076.89799
110800 0.1108 4099496533.63529
110900 0.1109 4101563553.37956
111000 0.111 4103719264.64274
111100 0.1111 4105983802.57353
111200 0.1112 4108367049.25467
111300 0.1113 4110871280.58636
111400 0.1114 4113488716.8898
111500 0.1115 4116204804.21254
111600 0.1116 4119003786.43331
111700 0.1117 4121868530.65623
111800 0.1118 4124779714.18751
111900 0.1119 4127719911.22684
112000 0.112 4130674361.99685
112100 0.1121 4133622204.47927
112200 0.1122 4136528777.15057
112300 0.1123 4139350967.71176
112400 0.1124 4142050237.38066
112500 0.1125 4144601532.86737
112600 0.1126 4146996895.22687
112700 0.1127 4149247643.44015
112800 0.1128 4151383398.90455
112900 0.1129 4153444250.47308
113000 0.113 4155469542.51832
113100 0.1131 4157491133.35096
113200 0.1132 4159534007.18447
113300 0.1133 4161620197.61666
113400 0.1134 4163770360.31469
113500 0.1135 4166002878.47996
113600 0.1136 4168335417.12832
113700 0.1137 4170787959.48959
113800 0.1138 4173378429.92512
113900 0.1139 4176110253.56946
114000 0.114 4178966024.47764
114100 0.1141 4181914926.22273
114200 0.1142 4184920216.20314
114300 0.1143 4187935287.23348
114400 0.1144 4190901908.12779
114500 0.1145 4193765451.64843
114600 0.1146 4196492794.86257
114700 0.1147 4199070561.47094
114800 0.1148 4201492236.50133
114900 0.1149 4203759259.70094
115000 0.115 4205893116.11975
115100 0.1151 4207933694.96149
115200 0.1152 4209921625.1719
115300 0.1153 4211887676.00744
115400 0.1154 4213858276.08485
115500 0.1155 4215860786.05817
115600 0.1156 4217919066.42376
115700 0.1157 4220050801.8669
115800 0.1158 4222273933.37263
115900 0.1159 4224610989.91219
116000 0.116 4227080760.82884
116100 0.1161 4229685139.37513
116200 0.1162 4232405892.9938
116300 0.1163 4235212802.42383
116400 0.1164 4238071670.77212
116500 0.1165 4240945163.16168
116600 0.1166 4243792639.11452
116700 0.1167 4246576658.03399
116800 0.1168 4249270824.207
116900 0.1169 4251859657.24505
117000 0.117 4254334671.6582
117100 0.1171 4256696922.70021
117200 0.1172 4258961381.36402
117300 0.1173 4261149306.97118
117400 0.1174 4263273224.68955
117500 0.1175 4265334577.37871
117600 0.1176 4267336706.73724
117700 0.1177 4269294929.23397
117800 0.1178 4271235692.73711
117900 0.1179 4273194595.17712
118000 0.118 4275215131.33309
118100 0.1181 4277338146.0068
118200 0.1182 4279586911.23836
118300 0.1183 4281966060.22387
118400 0.1184 4284472517.9435
118500 0.1185 4287096914.33384
118600 0.1186 4289813014.42846
118700 0.1187 4292577968.52694
118800 0.1188 4295350763.11319
118900 0.1189 4298106069.64366
119000 0.119 4300828125.81649
119100 0.1191 4303498599.58727
119200 0.1192 4306095777.36318
119300 0.1193 4308601927.71947
119400 0.1194 4311006429.69165
119500 0.1195 4313302399.43065
119600 0.1196 4315483024.51706
119700 0.1197 4317543439.98327
119800 0.1198 4319488919.43156
119900 0.1199 4321342977.98604
120000 0.12 4323147628.92008
120100 0.1201 4324955796.11759
120200 0.1202 4326821896.66068
120300 0.1203 4328792503.11558
120400 0.1204 4330896344.52029
120500 0.1205 4333139797.05736
120600 0.1206 4335513142.39506
120700 0.1207 4337999714.89587
120800 0.1208 4340578392.10269
120900 0.1209 4343224364.79738
121000 0.121 4345915247.09916
121100 0.1211 4348633496.30908
121200 0.1212 4351356791.97536
121300 0.1213 4354050295.31539
121400 0.1214 4356675897.05277
121500 0.1215 4359206526.2654
121600 0.1216 4361626113.58421
121700 0.1217 4363921252.4595
121800 0.1218 4366083471.87136
121900 0.1219 4368119547.13337
122000 0.122 4370052905.68606
122100 0.1221 4371916180.34478
122200 0.1222 4373747147.91251
122300 0.1223 4375587256.18702
122400 0.1224 4377473293.07103
122500 0.1225 4379426341.3453
122600 0.1226 4381451728.15961
122700 0.1227 4383550186.31207
122800 0.1228 4385726596.56332
122900 0.1229 4387988379.50967
123000 0.123 4390338673.97169
123100 0.1231 4392773147.5992
123200 0.1232 4395282368.87034
123300 0.1233 4397853587.35215
123400 0.1234 4400467117.79992
123500 0.1235 4403093057.73641
123600 0.1236 4405697227.78301
123700 0.1237 4408251690.9243
123800 0.1238 4410736021.42957
123900 0.1239 4413129752.10038
124000 0.124 4415411729.71863
124100 0.1241 4417571210.74496
124200 0.1242 4419615965.4703
124300 0.1243 4421567250.74613
124400 0.1244 4423450331.83671
124500 0.1245 4425290074.53221
124600 0.1246 4427109828.94276
124700 0.1247 4428931183.23452
124800 0.1248 4430776197.63346
124900 0.1249 4432669061.91103
125000 0.125 4434632028.98763
125100 0.1251 4436680463.51773
125200 0.1252 4438824990.05379
125300 0.1253 4441075499.48204
125400 0.1254 4443437562.7647
125500 0.1255 4445905185.65398
125600 0.1256 4448458953.59353
125700 0.1257 4451067846.48572
125800 0.1258 4453690425.23681
125900 0.1259 4456280647.00592
126000 0.126 4458800445.53893
126100 0.1261 4461227148.3532
126200 0.1262 4463548436.11295
126300 0.1263 4465755848.59584
126400 0.1264 4467847329.81663
126500 0.1265 4469832119.10429
126600 0.1266 4471728672.93659
126700 0.1267 4473559020.77625
126800 0.1268 4475345026.08464
126900 0.1269 4477105927.64739
127000 0.127 4478859124.15347
127100 0.1271 4480627002.14544
127200 0.1272 4482441804.72666
127300 0.1273 4484338305.57265
127400 0.1274 4486341445.01174
127500 0.1275 4488463943.65283
127600 0.1276 4490710610.88552
127700 0.1277 4493075438.6709
127800 0.1278 4495534248.06153
127900 0.1279 4498047626.0174
128000 0.128 4500574299.15087
128100 0.1281 4503080324.80719
128200 0.1282 4505538752.98467
128300 0.1283 4507927914.54762
128400 0.1284 4510233033.68568
128500 0.1285 4512448167.85379
128600 0.1286 4514575975.24396
128700 0.1287 4516624769.57056
128800 0.1288 4518603066.81117
128900 0.1289 4520515186.74449
129000 0.129 4522363136.27395
129100 0.1291 4524153017.50313
129200 0.1292 4525899091.5976
129300 0.1293 4527624285.88875
129400 0.1294 4529359434.75346
129500 0.1295 4531139242.17208
129600 0.1296 4532993977.01044
129700 0.1297 4534943491.69574
129800 0.1298 4536997710.80257
129900 0.1299 4539156835.51906
130000 0.13 4541407644.73757
130100 0.1301 4543725074.36145
130200 0.1302 4546083381.27027
130300 0.1303 4548464472.61975
130400 0.1304 4550853826.56129
130500 0.1305 4553233996.36345
130600 0.1306 4555587187.36308
130700 0.1307 4557899987.13305
130800 0.1308 4560159901.4003
130900 0.1309 4562349090.99607
131000 0.131 4564446035.92912
131100 0.1311 4566434124.26828
131200 0.1312 4568308409.48381
131300 0.1313 4570077606.27132
131400 0.1314 4571763747.04752
131500 0.1315 4573399932.62159
131600 0.1316 4575025278.67686
131700 0.1317 4576678023.68506
131800 0.1318 4578389831.90833
131900 0.1319 4580184021.29775
132000 0.132 4582076386.47061
132100 0.1321 4584073746.7399
132200 0.1322 4586169966.52194
132300 0.1323 4588347632.9244
132400 0.1324 4590588843.96695
132500 0.1325 4592882751.86426
132600 0.1326 4595219136.92289
132700 0.1327 4597578418.14087
132800 0.1328 4599933964.50591
132900 0.1329 4602261705.68728
133000 0.133 4604541123.21454
133100 0.1331 4606749764.96782
133200 0.1332 4608865464.11039
133300 0.1333 4610874444.03156
133400 0.1334 4612772557.1152
133500 0.1335 4614561958.20678
133600 0.1336 4616255090.62745
133700 0.1337 4617881593.88253
133800 0.1338 4619483063.67045
133900 0.1339 4621097928.18139
134000 0.134 4622753029.49012
134100 0.1341 4624465984.67556
134200 0.1342 4626248132.17814
134300 0.1343 4628104272.02879
134400 0.1344 4630034883.63036
134500 0.1345 4632040621.56913
134600 0.1346 4634122008.6829
134700 0.1347 4636274364.21962
134800 0.1348 4638485538.24403
134900 0.1349 4640739094.18017
135000 0.135 4643017285.17777
135100 0.1351 4645299536.04816
135200 0.1352 4647560101.90253
135300 0.1353 4649770549.82689
135400 0.1354 4651906325.46655
135500 0.1355 4653951156.33597
135600 0.1356 4655896818.90764
135700 0.1357 4657743641.51316
135800 0.1358 4659504385.88721
135900 0.1359 4661203354.90351
136000 0.136 4662865548.10982
136100 0.1361 4664506817.43154
136200 0.1362 4666137583.84814
136300 0.1363 4667772686.18378
136400 0.1364 4669431088.08783
136500 0.1365 4671127732.87737
136600 0.1366 4672872935.66587
136700 0.1367 4674679341.26868
136800 0.1368 4676561523.29806
136900 0.1369 4678526364.60898
137000 0.137 4680569444.80326
137100 0.1371 4682682297.86904
137200 0.1372 4684856824.48889
137300 0.1373 4687079356.66561
137400 0.1374 4689324675.10301
137500 0.1375 4691559907.51099
137600 0.1376 4693753049.39789
137700 0.1377 4695876864.27934
137800 0.1378 4697909589.03407
137900 0.1379 4699838595.28329
138000 0.138 4701665273.57331
138100 0.1381 4703403619.30824
138200 0.1382 4705071482.15596
138300 0.1383 4706684032.42964
138400 0.1384 4708256357.63406
138500 0.1385 4709808533.41133
138600 0.1386 4711363067.9392
138700 0.1387 4712937792.6474
138800 0.1388 4714546268.4901
138900 0.1389 4716205406.9609
139000 0.139 4717937010.35113
139100 0.1391 4719759320.08329
139200 0.1392 4721679631.17692
139300 0.1393 4723694345.09231
139400 0.1394 4725790290.42491
139500 0.1395 4727944241.04185
139600 0.1396 4730126509.60397
139700 0.1397 4732308042.98746
139800 0.1398 4734462289.84528
139900 0.1399 4736562624.49726
140000 0.14 4738586010.78444
140100 0.1401 4740522502.40884
140200 0.1402 4742376667.92302
140300 0.1403 4744157756.44181
140400 0.1404 4745872500.74195
140500 0.1405 4747527778.03473
140600 0.1406 4749133736.06889
140700 0.1407 4750700629.76828
140800 0.1408 4752236798.97866
140900 0.1409 4753754463.14602
141000 0.141 4755275692.84906
141100 0.1411 4756828592.11308
141200 0.1412 4758437220.19551
141300 0.1413 4760116648.68617
141400 0.1414 4761876218.06293
141500 0.1415 4763722614.98634
141600 0.1416 4765656285.22012
141700 0.1417 4767665930.05282
141800 0.1418 4769729072.99421
141900 0.1419 4771818209.06083
142000 0.142 4773905603.25195
142100 0.1421 4775965538.969
142200 0.1422 4777978540.77443
142300 0.1423 4779935807.822
142400 0.1424 4781836976.50104
142500 0.1425 4783682591.62778
142600 0.1426 4785470571.71528
142700 0.1427 4787198657.52734
142800 0.1428 4788865386.4882
142900 0.1429 4790468509.51602
143000 0.143 4792008200.05055
143100 0.1431 4793494674.97705
143200 0.1432 4794950409.87688
143300 0.1433 4796404124.6266
143400 0.1434 4797884594.88832
143500 0.1435 4799418275.47738
143600 0.1436 4801026226.98398
143700 0.1437 4802719269.2312
143800 0.1438 4804496417.90066
143900 0.1439 4806348106.90145
144000 0.144 4808260333.9415
144100 0.1441 4810217162.99214
144200 0.1442 4812202260.16603
144300 0.1443 4814199855.92509
144400 0.1444 4816195417.17189
144500 0.1445 4818176685.06734
144600 0.1446 4820132981.48356
144700 0.1447 4822051319.57309
144800 0.1448 4823914323.39046
144900 0.1449 4825704758.15832
145000 0.145 4827411884.89498
145100 0.1451 4829032147.85101
145200 0.1452 4830567095.04379
145300 0.1453 4832026093.47604
145400 0.1454 4833430710.15764
145500 0.1455 4834812182.36072
145600 0.1456 4836203234.36974
145700 0.1457 4837632341.44527
145800 0.1458 4839121732.41275
145900 0.1459 4840685107.32643
146000 0.146 4842326331.89811
146100 0.1461 4844042437.36855
146200 0.1462 4845827566.97586
146300 0.1463 4847673100.98551
146400 0.1464 4849566019.3513
146500 0.1465 4851489690.1549
146600 0.1466 4853426562.28959
146700 0.1467 4855360572.7316
146800 0.1468 4857279043.13187
146900 0.1469 4859172503.99101
147000 0.147 4861030702.21502
147100 0.1471 4862838552.87413
147200 0.1472 4864577993.65481
147300 0.1473 4866235118.72048
147400 0.1474 4867806182.33687
147500 0.1475 4869298998.5869
147600 0.1476 4870731073.4907
147700 0.1477 4872125576.08563
147800 0.1478 4873506538.11675
147900 0.1479 4874895811.92823
148000 0.148 4876311793.44705
148100 0.1481 4877768242.29525
148200 0.1482 4879274189.56163
148300 0.1483 4880836058.91382
148400 0.1484 4882458542.26451
148500 0.1485 4884141409.73982
148600 0.1486 4885877529.91854
148700 0.1487 4887657497.19289
148800 0.1488 4889475071.40311
148900 0.1489 4891325153.93059
149000 0.149 4893197485.89644
149100 0.1491 4895075302.04916
149200 0.1492 4896939385.40653
149300 0.1493 4898770899.49027
149400 0.1494 4900551607.27146
149500 0.1495 4902265046.47717
149600 0.1496 4903899636.03168
149700 0.1497 4905451985.24576
149800 0.1498 4906928619.9815
149900 0.1499 4908344397.79681
150000 0.15 4909717636.64567
150100 0.1501 4911066436.54873
150200 0.1502 4912409461.15065
150300 0.1503 4913766583.49301
150400 0.1504 4915155160.29378
150500 0.1505 4916586752.49406
150600 0.1506 4918068956.29965
150700 0.1507 4919607447.67644
150800 0.1508 4921203612.9541
150900 0.1509 4922853408.29323
151000 0.151 4924552004.13194
151100 0.1511 4926296841.30368
151200 0.1512 4928083123.08519
151300 0.1513 4929898836.92244
151400 0.1514 4931726853.98116
151500 0.1515 4933549108.80094
151600 0.1516 4935346037.01305
151700 0.1517 4937095654.38599
151800 0.1518 4938778279.12012
151900 0.1519 4940382591.90124
152000 0.152 4941906757.27651
152100 0.1521 4943356321.82299
152200 0.1522 4944743136.02471
152300 0.1523 4946084272.99251
152400 0.1524 4947398671.36613
152500 0.1525 4948703798.14776
152600 0.1526 4950014835.44305
152700 0.1527 4951345424.27166
152800 0.1528 4952708064.63238
152900 0.1529 4954113659.23181
153000 0.153 4955570580.05285
153100 0.1531 4957083927.24995
153200 0.1532 4958655689.48365
153300 0.1533 4960285391.40092
153400 0.1534 4961969946.08477
153500 0.1535 4963702706.23788
153600 0.1536 4965471911.84129
153700 0.1537 4967258388.62975
153800 0.1538 4969035529.83626
153900 0.1539 4970775517.52079
154000 0.154 4972458488.6436
154100 0.1541 4974075576.35718
154200 0.1542 4975624218.53309
154300 0.1543 4977104779.56248
154400 0.1544 4978522821.9226
154500 0.1545 4979890023.79643
154600 0.1546 4981219670.36845
154700 0.1547 4982523181.00861
154800 0.1548 4983812258.10005
154900 0.1549 4985100672.75459
155000 0.155 4986400903.88028
155100 0.1551 4987721080.75785
155200 0.1552 4989067342.55758
155300 0.1553 4990447702.17415
155400 0.1554 4991872160.96206
155500 0.1555 4993349939.67848
155600 0.1556 4994886958.42553
155700 0.1557 4996483744.97155
155800 0.1558 4998133746.14538
155900 0.1559 4999823548.23326
156000 0.156 5001534843.34846
156100 0.1561 5003246652.75702
156200 0.1562 5004937444.92876
156300 0.1563 5006587513.97022
156400 0.1564 5008181577.94055
156500 0.1565 5009711314.05812
156600 0.1566 5011176807.52607
156700 0.1567 5012584822.29255
156800 0.1568 5013944084.31808
156900 0.1569 5015262293.33604
157000 0.157 5016547328.02751
157100 0.1571 5017808750.05818
157200 0.1572 5019056137.75937
157300 0.1573 5020297500.33125
157400 0.1574 5021541765.39173
157500 0.1575 5022802007.49399
157600 0.1576 5024094271.23155
157700 0.1577 5025433800.44598
157800 0.1578 5026832836.32985
157900 0.1579 5028299179.74328
158000 0.158 5029833353.48991
158100 0.1581 5031426505.40548
158200 0.1582 5033062035.96504
158300 0.1583 5034719277.05868
158400 0.1584 5036376174.4188
158500 0.1585 5038011372.3672
158600 0.1586 5039607127.19844
158700 0.1587 5041152163.02667
158800 0.1588 5042642460.42449
158900 0.1589 5044079364.66282
159000 0.159 5045466500.66791
159100 0.1591 5046807559.20892
159200 0.1592 5048106362.69385
159300 0.1593 5049368235.24919
159400 0.1594 5050600584.37683
159500 0.1595 5051812354.6599
159600 0.1596 5053013211.84728
159700 0.1597 5054212944.2015
159800 0.1598 5055421730.8103
159900 0.1599 5056651807.5128
160000 0.16 5057918625.64785
160100 0.1601 5059238237.68295
160200 0.1602 5060621818.90181
160300 0.1603 5062072324.1848
160400 0.1604 5063584513.57525
160500 0.1605 5065145173.30095
160600 0.1606 5066733652.19645
160700 0.1607 5068326438.86701
160800 0.1608 5069904203.89417
160900 0.1609 5071454168.2487
161000 0.161 5072966747.37402
161100 0.1611 5074433549.6464
161200 0.1612 5075849865.36879
161300 0.1613 5077216551.4574
161400 0.1614 5078537574.13578
161500 0.1615 5079816579.41114
161600 0.1616 5081056375.80721
161700 0.1617 5082260374.02948
161800 0.1618 5083433924.80151
161900 0.1619 5084585397.13463
162000 0.162 5085726868.79991
162100 0.1621 5086873905.40098
162200 0.1622 5088044293.97044
162300 0.1623 5089255627.2515
162400 0.1624 5090521520.15827
162500 0.1625 5091848001.47643
162600 0.1626 5093233079.26002
162700 0.1627 5094669208.98377
162800 0.1628 5096145305.34154
162900 0.1629 5097647144.04766
163000 0.163 5099158421.72202
163100 0.1631 5100663914.74119
163200 0.1632 5102152554.58109
163300 0.1633 5103617430.48829
163400 0.1634 5105053026.31602
163500 0.1635 5106452813.75175
163600 0.1636 5107810256.77772
163700 0.1637 5109122151.67627
163800 0.1638 5110389506.26109
163900 0.1639 5111614433.03067
164000 0.164 5112797902.59655
164100 0.1641 5113942353.33206
164200 0.1642 5115055673.85657
164300 0.1643 5116151279.48779
164400 0.1644 5117245477.14793
164500 0.1645 5118355858.88317
164600 0.1646 5119499830.20597
164700 0.1647 5120691444.59504
164800 0.1648 5121938706.31191
164900 0.1649 5123243458.61382
165000 0.165 5124601765.35868
165100 0.1651 5126003501.59706
165200 0.1652 5127434117.99231
165300 0.1653 5128879214.34091
165400 0.1654 5130327371.04981
165500 0.1655 5131769104.27297
165600 0.1656 5133195154.57938
165700 0.1657 5134596674.26431
165800 0.1658 5135965936.94159
165900 0.1659 5137296729.07947
166000 0.166 5138585249.50983
166100 0.1661 5139830236.90486
166200 0.1662 5141031225.08078
166300 0.1663 5142187674.59732
166400 0.1664 5143301621.5286
166500 0.1665 5144380953.35014
166600 0.1666 5145438999.49187
166700 0.1667 5146491703.85642
166800 0.1668 5147556031.86727
166900 0.1669 5148648881.37674
167000 0.167 5149784175.13814
167100 0.1671 5150969329.10049
167200 0.1672 5152204195.42933
167300 0.1673 5153483270.39036
167400 0.1674 5154799236.57002
167500 0.1675 5156145203.45475
167600 0.1676 5157513977.69396
167700 0.1677 5158895698.51837
167800 0.1678 5160277889.20397
167900 0.1679 5161649001.16413
168000 0.168 5163001442.9061
168100 0.1681 5164330908.25389
168200 0.1682 5165633677.34567
168300 0.1683 5166905117.25185
168400 0.1684 5168139761.72636
168500 0.1685 5169332376.42621
168600 0.1686 5170480037.26456
168700 0.1687 5171583939.29456
168800 0.1688 5172649354.99595
168900 0.1689 5173684671.74316
169000 0.169 5174701216.23557
169100 0.1691 5175713262.8728
169200 0.1692 5176736698.39214
169300 0.1693 5177787064.11622
169400 0.1694 5178877908.72768
169500 0.1695 5180018583.30043
169600 0.1696 5181212027.26923
169700 0.1697 5182454915.16823
169800 0.1698 5183739908.88202
169900 0.1699 5185056860.27227
170000 0.17 5186392515.06367
170100 0.1701 5187732043.64647
170200 0.1702 5189062893.15178
170300 0.1703 5190376873.68142
170400 0.1704 5191668780.82111
170500 0.1705 5192934258.70185
170600 0.1706 5194169010.24694
170700 0.1707 5195368749.61539
170800 0.1708 5196529512.64138
170900 0.1709 5197648899.00885
171000 0.171 5198727337.35027
171100 0.1711 5199768107.19458
171200 0.1712 5200777138.62597
171300 0.1713 5201763679.70506
171400 0.1714 5202740611.21856
171500 0.1715 5203722896.83618
171600 0.1716 5204725023.22838
171700 0.1717 5205759088.96779
171800 0.1718 5206833650.10377
171900 0.1719 5207953084.95035
172000 0.172 5209117739.52318
172100 0.1721 5210324194.49629
172200 0.1722 5211565006.7432
172300 0.1723 5212829142.20455
172400 0.1724 5214104328.62602
172500 0.1725 5215379716.52576
172600 0.1726 5216646378.55146
172700 0.1727 5217896528.87429
172800 0.1728 5219123782.71346
172900 0.1729 5220323967.98497
173000 0.173 5221494536.14046
173100 0.1731 5222632798.59524
173200 0.1732 5223735259.12136
173300 0.1733 5224798976.29354
173400 0.1734 5225823611.62314
173500 0.1735 5226812785.13063
173600 0.1736 5227774268.21648
173700 0.1737 5228719167.27495
173800 0.1738 5229660563.097
173900 0.1739 5230611925.456
174000 0.174 5231585793.9507
174100 0.1741 5232593046.46573
174200 0.1742 5233641945.90192
174300 0.1743 5234736001.61775
174400 0.1744 5235871758.8631
174500 0.1745 5237039653.2468
174600 0.1746 5238228525.71295
174700 0.1747 5239429606.3707
174800 0.1748 5240636614.69628
174900 0.1749 5241843691.57601
175000 0.175 5243044476.37979
175100 0.1751 5244232593.67595
175200 0.1752 5245402143.31811
175300 0.1753 5246548147.09527
175400 0.1754 5247666796.19765
175500 0.1755 5248754348.2944
175600 0.1756 5249806036.67845
175700 0.1757 5250818013.58278
