step strain stress33
90100 0.0901 2159840833.95131
90200 0.0902 2161259924.28071
90300 0.0903 2162662109.05121
90400 0.0904 2164124412.81957
90500 0.0905 2165714786.00729
90600 0.0906 2167466578.77721
90700 0.0907 2169375892.71494
90800 0.0908 2171414960.81069
90900 0.0909 2173545477.4035
91000 0.091 2175730270.6496
91100 0.0911 2177946630.84254
91200 0.0912 2180190231.00493
91300 0.0913 2182458836.73601
91400 0.0914 2184729077.44176
91500 0.0915 2186950032.15289
91600 0.0916 2189057117.30665
91700 0.0917 2190992606.0577
91800 0.0918 2192726278.51226
91900 0.0919 2194274056.19722
92000 0.092 2195699287.01877
92100 0.0921 2197083773.04076
92200 0.0922 2198487773.11457
92300 0.0923 2199935581.68859
92400 0.0924 2201434580.36794
92500 0.0925 2202998877.87163
92600 0.0926 2204653634.73332
92700 0.0927 2206426670.53488
92800 0.0928 2208342006.56534
92900 0.0929 2210413481.3417
93000 0.093 2212631541.9468
93100 0.0931 2214951760.98454
93200 0.0932 2217301162.2589
93300 0.0933 2219602906.48377
93400 0.0934 2221801560.5528
93500 0.0935 2223872558.59323
93600 0.0936 2225815601.63074
93700 0.0937 2227642135.90013
93800 0.0938 2229363466.18942
93900 0.0939 2230982135.82075
94000 0.094 2232493539.65896
94100 0.0941 2233902638.35817
94200 0.0942 2235243746.8939
94300 0.0943 2236581493.0864
94400 0.0944 2237988457.37351
94500 0.0945 2239520268.25304
94600 0.0946 2241206208.99617
94700 0.0947 2243050293.61122
94800 0.0948 2245032065.29027
94900 0.0949 2247111280.54839
95000 0.095 2249244081.86179
95100 0.0951 2251401067.95261
95200 0.0952 2253570147.45021
95300 0.0953 2255742792.97319
95400 0.0954 2257897952.61193
95500 0.0955 2259996149.10922
95600 0.0956 2261987782.73648
95700 0.0957 2263832962.75255
95800 0.0958 2265521226.46153
95900 0.0959 2267075312.22487
96000 0.096 2268536831.10338
96100 0.0961 2269949840.87994
96200 0.0962 2271355109.32351
96300 0.0963 2272789224.25153
96400 0.0964 2274278967.6064
96500 0.0965 2275835587.25491
96600 0.0966 2277459508.52661
96700 0.0967 2279154246.03226
96800 0.0968 2280936730.28871
96900 0.0969 2282833410.82214
97000 0.097 2284861721.00788
97100 0.0971 2287007810.12775
97200 0.0972 2289218439.38146
97300 0.0973 2291417827.94378
97400 0.0974 2293539663.08493
97500 0.0975 2295551169.19171
97600 0.0976 2297454339.80196
97700 0.0977 2299268336.82801
97800 0.0978 2301008234.21779
97900 0.0979 2302674363.91036
98000 0.098 2304257275.65129
98100 0.0981 2305750672.14263
98200 0.0982 2307160801.58731
98300 0.0983 2308510450.99173
98400 0.0984 2309842681.5675
98500 0.0985 2311220186.20211
98600 0.0986 2312709038.3515
98700 0.0987 2314351473.75339
98800 0.0988 2316150613.56906
98900 0.0989 2318078156.40085
99000 0.099 2320091741.2539
99100 0.0991 2322149477.00184
99200 0.0992 2324223403.23251
99300 0.0993 2326308218.68289
99400 0.0994 2328409144.84734
99500 0.0995 2330511105.43767
99600 0.0996 2332562338.75462
99700 0.0997 2334494870.91535
99800 0.0998 2336260691.17045
99900 0.0999 2337850010.65915
100000 0.1 2339288062.00794
100100 0.1001 2340626158.44287
100200 0.1002 2341929057.97863
100300 0.1003 2343253578.1532
100400 0.1004 2344630773.94658
100500 0.1005 2346069307.07025
100600 0.1006 2347573927.74223
100700 0.1007 2349157003.10243
100800 0.1008 2350836026.08825
100900 0.1009 2352628073.22156
101000 0.101 2354546358.32894
101100 0.1011 2356591621.09688
101200 0.1012 2358737986.60715
101300 0.1013 2360927339.57933
101400 0.1014 2363083420.37414
101500 0.1015 2365138746.59677
101600 0.1016 2367055867.2185
101700 0.1017 2368830531.63769
101800 0.1018 2370479892.53288
101900 0.1019 2372027864.51854
102000 0.102 2373496302.98152
102100 0.1021 2374902765.13191
102200 0.1022 2376262483.23164
102300 0.1023 2377593354.65195
102400 0.1024 2378921601.99809
102500 0.1025 2380283467.7379
102600 0.1026 2381720729.84974
102700 0.1027 2383271990.77007
102800 0.1028 2384961878.94518
102900 0.1029 2386790570.41123
103000 0.103 2388730446.1205
103100 0.1031 2390736669.64764
103200 0.1032 2392766146.67465
103300 0.1033 2394789389.10111
103400 0.1034 2396788017.51985
103500 0.1035 2398745929.45135
103600 0.1036 2400644463.4143
103700 0.1037 2402462598.73884
103800 0.1038 2404179697.24853
103900 0.1039 2405781172.55124
104000 0.104 2407265620.93637
104100 0.1041 2408648755.98096
104200 0.1042 2409963326.69637
104300 0.1043 2411256826.25699
104400 0.1044 2412583372.46723
104500 0.1045 2413985644.09985
104600 0.1046 2415476857.13457
104700 0.1047 2417042138.41545
104800 0.1048 2418662185.27105
104900 0.1049 2420336517.35567
105000 0.105 2422083837.2443
105100 0.1051 2423922697.63719
105200 0.1052 2425853375.50348
105300 0.1053 2427853492.34742
105400 0.1054 2429882669.84079
105500 0.1055 2431888879.9216
105600 0.1056 2433817862.4496
105700 0.1057 2435628778.46914
105800 0.1058 2437309108.08958
105900 0.1059 2438875906.89177
106000 0.106 2440361215.81096
106100 0.1061 2441793877.27517
106200 0.1062 2443189852.14752
106300 0.1063 2444552527.22509
106400 0.1064 2445880583.27032
106500 0.1065 2447182873.87425
106600 0.1066 2448492875.32934
106700 0.1067 2449866213.78304
106800 0.1068 2451356282.99229
106900 0.1069 2452988293.06688
107000 0.107 2454754581.16216
107100 0.1071 2456627365.94667
107200 0.1072 2458569381.2495
107300 0.1073 2460538184.77915
107400 0.1074 2462494666.72956
107500 0.1075 2464414610.75844
107600 0.1076 2466289195.71144
107700 0.1077 2468112133.94548
107800 0.1078 2469868277.06503
107900 0.1079 2471533976.27395
108000 0.108 2473084705.71916
108100 0.1081 2474504699.27678
108200 0.1082 2475799244.92946
108300 0.1083 2477004472.8495
108400 0.1084 2478182562.84478
108500 0.1085 2479400775.41746
108600 0.1086 2480708784.73077
108700 0.1087 2482129008.91939
108800 0.1088 2483660923.09139
108900 0.1089 2485291460.92218
109000 0.109 2487005023.23635
109100 0.1091 2488789459.04593
109200 0.1092 2490636142.45141
109300 0.1093 2492535489.84234
109400 0.1094 2494471302.09504
109500 0.1095 2496416738.27082
109600 0.1096 2498333920.27176
109700 0.1097 2500178136.87627
109800 0.1098 2501906334.67988
109900 0.1099 2503488642.58205
110000 0.11 2504920561.84328
110100 0.1101 2506229935.0093
110200 0.1102 2507470522.6984
110300 0.1103 2508701095.66304
110400 0.1104 2509962254.28704
110500 0.1105 2511267203.72205
110600 0.1106 2512611515.56008
110700 0.1107 2513992725.80865
110800 0.1108 2515425184.23087
110900 0.1109 2516938999.27476
111000 0.111 2518562613.22752
111100 0.1111 2520303218.68157
111200 0.1112 2522142231.24318
111300 0.1113 2524045394.05124
111400 0.1114 2525971065.27582
111500 0.1115 2527870570.78119
111600 0.1116 2529694129.16343
111700 0.1117 2531409710.31758
111800 0.1118 2533017427.95726
111900 0.1119 2534540980.40748
112000 0.112 2536004803.66633
112100 0.1121 2537420057.46018
112200 0.1122 2538786465.04277
112300 0.1123 2540100539.19094
112400 0.1124 2541364683.32354
112500 0.1125 2542597189.91548
112600 0.1126 2543836459.96883
112700 0.1127 2545130913.32388
112800 0.1128 2546519791.48976
112900 0.1129 2548020177.78028
113000 0.113 2549627135.12476
113100 0.1131 2551320598.21885
113200 0.1132 2553072204.71973
113300 0.1133 2554852439.66553
113400 0.1134 2556638819.44813
113500 0.1135 2558420184.92366
113600 0.1136 2560191621.62
113700 0.1137 2561942281.16974
113800 0.1138 2563647529.74477
113900 0.1139 2565275313.16205
114000 0.114 2566801978.26396
114100 0.1141 2568222303.11332
114200 0.1142 2569547060.36744
114300 0.1143 2570797399.90841
114400 0.1144 2572004416.59781
114500 0.1145 2573207782.01108
114600 0.1146 2574445631.38672
114700 0.1147 2575742001.76191
114800 0.1148 2577103574.16481
114900 0.1149 2578526487.20657
115000 0.115 2580005995.61762
115100 0.1151 2581544972.84396
115200 0.1152 2583157477.52173
115300 0.1153 2584859879.98662
115400 0.1154 2586651162.54086
115500 0.1155 2588500158.12014
115600 0.1156 2590353476.65293
115700 0.1157 2592155483.41826
115800 0.1158 2593863175.8294
115900 0.1159 2595452383.37508
116000 0.116 2596920886.66401
116100 0.1161 2598286944.0926
116200 0.1162 2599579501.69752
116300 0.1163 2600826167.07388
116400 0.1164 2602047781.71284
116500 0.1165 2603258650.12047
116600 0.1166 2604467843.47934
116700 0.1167 2605684116.88858
116800 0.1168 2606925936.43068
116900 0.1169 2608226584.50186
117000 0.117 2609624755.26029
117100 0.1171 2611147112.24843
117200 0.1172 2612796599.72793
117300 0.1173 2614550404.43379
117400 0.1174 2616363972.03681
117500 0.1175 2618181696.68631
117600 0.1176 2619955145.57081
117700 0.1177 2621658646.43196
117800 0.1178 2623288555.38211
117900 0.1179 2624847998.97846
118000 0.118 2626333877.73592
118100 0.1181 2627737921.22222
118200 0.1182 2629056334.09126
118300 0.1183 2630295400.15691
118400 0.1184 2631469851.82176
118500 0.1185 2632601266.90728
118600 0.1186 2633720925.74677
118700 0.1187 2634871116.23486
118800 0.1188 2636097085.4022
118900 0.1189 2637431938.14084
119000 0.119 2638885175.10136
119100 0.1191 2640441705.19079
119200 0.1192 2642069730.07031
119300 0.1193 2643733599.91307
119400 0.1194 2645407473.73303
119500 0.1195 2647081714.63416
119600 0.1196 2648755469.80713
119700 0.1197 2650422002.52999
119800 0.1198 2652062090.41651
119900 0.1199 2653650027.97312
120000 0.12 2655161562.99139
120100 0.1201 2656576205.42544
120200 0.1202 2657880330.11558
120300 0.1203 2659077780.06715
120400 0.1204 2660199651.32666
120500 0.1205 2661299377.04832
120600 0.1206 2662432605.846
120700 0.1207 2663635868.29612
120800 0.1208 2664917844.0635
120900 0.1209 2666266094.91412
121000 0.121 2667662323.55223
121100 0.1211 2669095932.42054
121200 0.1212 2670568607.12785
121300 0.1213 2672089620.21755
121400 0.1214 2673666843.65695
121500 0.1215 2675298660.19161
121600 0.1216 2676969369.40936
121700 0.1217 2678648972.68484
121800 0.1218 2680297723.05568
121900 0.1219 2681875410.97321
122000 0.122 2683353758.93178
122100 0.1221 2684726675.81308
122200 0.1222 2686011280.75372
122300 0.1223 2687237364.55708
122400 0.1224 2688432639.03308
122500 0.1225 2689614301.00415
122600 0.1226 2690790134.16028
122700 0.1227 2691964814.90535
122800 0.1228 2693146572.29956
122900 0.1229 2694351421.75849
123000 0.123 2695602140.04884
123100 0.1231 2696921687.40263
123200 0.1232 2698325994.25935
123300 0.1233 2699819990.62868
123400 0.1234 2701394806.61017
123500 0.1235 2703025586.85513
123600 0.1236 2704675958.41816
123700 0.1237 2706310826.23899
123800 0.1238 2707906562.47657
123900 0.1239 2709449160.00394
124000 0.124 2710927819.53356
124100 0.1241 2712336134.99603
124200 0.1242 2713676646.29576
124300 0.1243 2714956466.95973
124400 0.1244 2716177410.8628
124500 0.1245 2717336345.37874
124600 0.1246 2718438224.52882
124700 0.1247 2719506051.97858
124800 0.1248 2720577129.06991
124900 0.1249 2721692129.44692
125000 0.125 2722886234.55271
125100 0.1251 2724182242.88266
125200 0.1252 2725583912.55108
125300 0.1253 2727074127.87711
125400 0.1254 2728622474.04159
125500 0.1255 2730198341.63454
125600 0.1256 2731780572.59576
125700 0.1257 2733358576.02326
125800 0.1258 2734926503.48264
125900 0.1259 2736475384.73266
126000 0.126 2737987822.43771
126100 0.1261 2739438013.34905
126200 0.1262 2740798316.73527
126300 0.1263 2742050824.30868
126400 0.1264 2743197730.60511
126500 0.1265 2744263173.50369
126600 0.1266 2745285562.84508
126700 0.1267 2746307572.87586
126800 0.1268 2747369495.7914
126900 0.1269 2748503309.46999
127000 0.127 2749724557.04875
127100 0.1271 2751027761.42891
127200 0.1272 2752393084.70686
127300 0.1273 2753801292.86293
127400 0.1274 2755245257.56158
127500 0.1275 2756729980.32743
127600 0.1276 2758261914.0236
127700 0.1277 2759834294.79826
127800 0.1278 2761419146.51985
127900 0.1279 2762974397.12478
128000 0.128 2764461558.25076
128100 0.1281 2765858047.22827
128200 0.1282 2767155965.53009
128300 0.1283 2768356748.96336
128400 0.1284 2769472856.7698
128500 0.1285 2770532090.39815
128600 0.1286 2771573245.82354
128700 0.1287 2772633143.80875
128800 0.1288 2773735043.35747
128900 0.1289 2774885027.32136
129000 0.129 2776076583.83863
129100 0.1291 2777301636.86902
129200 0.1292 2778562368.38467
129300 0.1293 2779873778.39824
129400 0.1294 2781253039.91453
129500 0.1295 2782704802.07808
129600 0.1296 2784214799.76197
129700 0.1297 2785753965.73293
129800 0.1298 2787286575.32134
129900 0.1299 2788778046.25903
130000 0.13 2790202386.9926
130100 0.1301 2791548167.20435
130200 0.1302 2792819504.26403
130300 0.1303 2794030698.02327
130400 0.1304 2795197740.27254
130500 0.1305 2796332531.03329
130600 0.1306 2797442988.60778
130700 0.1307 2798535813.14236
130800 0.1308 2799617278.16456
130900 0.1309 2800693738.09107
131000 0.131 2801776870.71776
131100 0.1311 2802890133.92591
131200 0.1312 2804065093.8697
131300 0.1313 2805325966.72487
131400 0.1314 2806676304.6947
131500 0.1315 2808099176.54307
131600 0.1316 2809565960.64968
131700 0.1317 2811044146.37887
131800 0.1318 2812504079.39136
131900 0.1319 2813927034.64822
132000 0.132 2815308564.3282
132100 0.1321 2816651996.71149
132200 0.1322 2817959408.91798
132300 0.1323 2819229407.99557
132400 0.1324 2820458845.62943
132500 0.1325 2821641568.04575
132600 0.1326 2822767676.24721
132700 0.1327 2823830788.43768
132800 0.1328 2824839360.1268
132900 0.1329 2825820600.77942
133000 0.133 2826813527.0395
133100 0.1331 2827857599.6117
133200 0.1332 2828982781.11863
133300 0.1333 2830202394.3713
133400 0.1334 2831510389.34534
133500 0.1335 2832884799.52729
133600 0.1336 2834295833.7065
133700 0.1337 2835715403.65003
133800 0.1338 2837125694.89339
133900 0.1339 2838522856.84981
134000 0.134 2839911051.54963
134100 0.1341 2841289060.88528
134200 0.1342 2842641027.17242
134300 0.1343 2843940841.31197
134400 0.1344 2845166058.93504
134500 0.1345 2846308340.81892
134600 0.1346 2847373621.00563
134700 0.1347 2848376959.10307
134800 0.1348 2849339976.39583
134900 0.1349 2850291459.32701
135000 0.135 2851265087.41568
135100 0.1351 2852291307.322
135200 0.1352 2853388390.19672
135300 0.1353 2854559690.40884
135400 0.1354 2855797899.29813
135500 0.1355 2857091493.10135
135600 0.1356 2858429631.49027
135700 0.1357 2859804310.81556
135800 0.1358 2861208109.18029
135900 0.1359 2862627863.43739
136000 0.136 2864040776.35756
136100 0.1361 2865419460.15868
136200 0.1362 2866741699.16693
136300 0.1363 2867994359.45789
136400 0.1364 2869170261.25175
136500 0.1365 2870267313.1131
136600 0.1366 2871293757.51252
136700 0.1367 2872271237.16856
136800 0.1368 2873228732.86679
136900 0.1369 2874192465.32775
137000 0.137 2875180866.64794
137100 0.1371 2876205522.92206
137200 0.1372 2877273253.01972
137300 0.1373 2878387625.69635
137400 0.1374 2879551320.04859
137500 0.1375 2880768586.49795
137600 0.1376 2882044299.25314
137700 0.1377 2883378209.67663
137800 0.1378 2884758353.79026
137900 0.1379 2886159473.14676
138000 0.138 2887548507.66573
138100 0.1381 2888893799.28158
138200 0.1382 2890172756.08554
138300 0.1383 2891375577.67475
138400 0.1384 2892505538.26383
138500 0.1385 2893576248.32364
138600 0.1386 2894606296.20198
138700 0.1387 2895613480.83337
138800 0.1388 2896611029.80595
138900 0.1389 2897606162.52427
139000 0.139 2898601046.66587
139100 0.1391 2899597619.34219
139200 0.1392 2900604858.98476
139300 0.1393 2901641638.71749
139400 0.1394 2902730474.17515
139500 0.1395 2903886976.47905
139600 0.1396 2905113814.79157
139700 0.1397 2906401220.25215
139800 0.1398 2907729867.98929
139900 0.1399 2909074116.79837
140000 0.14 2910406516.21637
140100 0.1401 2911702619.87655
140200 0.1402 2912944747.71703
140300 0.1403 2914125980.49778
140400 0.1404 2915253567.59543
140500 0.1405 2916345421.76844
140600 0.1406 2917417367.84743
140700 0.1407 2918471576.35652
140800 0.1408 2919498668.07866
140900 0.1409 2920490867.36668
141000 0.141 2921451901.46353
141100 0.1411 2922396520.35087
141200 0.1412 2923345275.09329
141300 0.1413 2924321003.19904
141400 0.1414 2925345826.77299
141500 0.1415 2926435926.29247
141600 0.1416 2927596226.0694
141700 0.1417 2928818694.56581
141800 0.1418 2930084778.21916
141900 0.1419 2931370322.72748
142000 0.142 2932651693.72789
142100 0.1421 2933911623.8929
142200 0.1422 2935142088.84089
142300 0.1423 2936342001.18162
142400 0.1424 2937511288.19015
142500 0.1425 2938646626.01517
142600 0.1426 2939742331.25585
142700 0.1427 2940793706.49548
142800 0.1428 2941798352.38178
142900 0.1429 2942756557.86394
143000 0.143 2943674973.19615
143100 0.1431 2944571330.56775
143200 0.1432 2945472489.79323
143300 0.1433 2946404786.44891
143400 0.1434 2947385798.23246
143500 0.1435 2948424121.71632
143600 0.1436 2949522370.21045
143700 0.1437 2950676878.19112
143800 0.1438 2951876294.95338
143900 0.1439 2953104302.22265
144000 0.144 2954345225.39288
144100 0.1441 2955587292.31842
144200 0.1442 2956822118.91331
144300 0.1443 2958042495.88483
144400 0.1444 2959239273.40931
144500 0.1445 2960398615.821
144600 0.1446 2961503290.70617
144700 0.1447 2962539161.09824
144800 0.1448 2963502402.31089
144900 0.1449 2964402771.99642
145000 0.145 2965262625.98924
145100 0.1451 2966112528.10226
145200 0.1452 2966983128.24774
145300 0.1453 2967896015.84963
145400 0.1454 2968859750.01957
145500 0.1455 2969873208.31426
145600 0.1456 2970931671.62984
145700 0.1457 2972030614.14912
145800 0.1458 2973166594.62484
145900 0.1459 2974336353.43843
146000 0.146 2975534518.69264
146100 0.1461 2976751613.80543
146200 0.1462 2977974637.19425
146300 0.1463 2979189244.10588
146400 0.1464 2980380237.47821
146500 0.1465 2981530077.09359
146600 0.1466 2982619329.61355
146700 0.1467 2983632383.40024
146800 0.1468 2984566691.00813
146900 0.1469 2985438733.94599
147000 0.147 2986279628.24082
147100 0.1471 2987121091.4893
147200 0.1472 2987983158.8922
147300 0.1473 2988874497.56881
147400 0.1474 2989801358.51526
147500 0.1475 2990771531.39859
147600 0.1476 2991789211.5439
147700 0.1477 2992850608.97908
147800 0.1478 2993947519.44224
147900 0.1479 2995073183.59589
148000 0.148 2996222975.98253
148100 0.1481 2997391635.71634
148200 0.1482 2998571424.46778
148300 0.1483 2999750326.52188
148400 0.1484 3000909866.96853
148500 0.1485 3002027492.97033
148600 0.1486 3003085446.54606
148700 0.1487 3004078717.05873
148800 0.1488 3005014804.99509
148900 0.1489 3005907845.87667
149000 0.149 3006773887.34416
149100 0.1491 3007628696.78017
149200 0.1492 3008485914.60764
149300 0.1493 3009355952.77424
149400 0.1494 3010247210.41669
149500 0.1495 3011167858.23987
149600 0.1496 3012125195.31341
149700 0.1497 3013123218.27084
149800 0.1498 3014161268.9741
149900 0.1499 3015234937.00029
150000 0.15 3016337890.46657
